rhoc,R,M,Lambda,I
1.810817809785628250e+15,1.084004579999999685e+01,2.116696625419633548e+00,6.021400403303326598e+00,2.182851269314519005e+00
1.822316489566683500e+15,1.081938488523569220e+01,2.116634379397352994e+00,5.901547239196923478e+00,2.176659855033945767e+00
1.833815169347738750e+15,1.079889432541517991e+01,2.116506907340898636e+00,5.787040084535787443e+00,2.170463263874196524e+00
1.845313849128794000e+15,1.077879014548542180e+01,2.116331676508270032e+00,5.677492409203020785e+00,2.164308671727790845e+00
1.856812528909849500e+15,1.075889644907654308e+01,2.116096193063964570e+00,5.572132029088245453e+00,2.158134485105418943e+00
1.868311208690904750e+15,1.074004629999998528e+01,2.115809536970084004e+00,5.469847976409681678e+00,2.151886477311972801e+00
1.879809888471960000e+15,1.071884417366483255e+01,2.115467833473618331e+00,5.367975162589974758e+00,2.145454292442728672e+00
1.891308568253015250e+15,1.070004649999997959e+01,2.115067935062961091e+00,5.270365854948885875e+00,2.139013780796987785e+00
1.902807248034070500e+15,1.067932387816733630e+01,2.114626367449394806e+00,5.177085157465720400e+00,2.132610634471873823e+00
1.914305927815125750e+15,1.066004669999997567e+01,2.114143129138843946e+00,5.087516030966245495e+00,2.126238831558489029e+00
1.925804607596181000e+15,1.065004674999997469e+01,2.113625043102550727e+00,5.001424262023371092e+00,2.119913991862021785e+00
1.937303287377236250e+15,1.063004684999997274e+01,2.113028712660995456e+00,4.914683448766030693e+00,2.113290095287231551e+00
1.948801967158291500e+15,1.061004694999997078e+01,2.112393470190345290e+00,4.830638418414276103e+00,2.106666977817426734e+00
1.960300646939347000e+15,1.059004704999996882e+01,2.111728624983225444e+00,4.750626379268132915e+00,2.100107392117852800e+00
1.971799326720402250e+15,1.057004714999996509e+01,2.111022395977209865e+00,4.673295782119480712e+00,2.093569291325569459e+00
1.983298006501457500e+15,1.055004724999996313e+01,2.110270772836065234e+00,4.598696610959835063e+00,2.087028615948510968e+00
1.994796686282512750e+15,1.052750442205936388e+01,2.109503416919635832e+00,4.526511709627118130e+00,2.080528919975192181e+00
2.006295366063568000e+15,1.051004744999995921e+01,2.108659118279286204e+00,4.454473782733836984e+00,2.073762810958895031e+00
2.017794045844623250e+15,1.049004754999995725e+01,2.107782795790916985e+00,4.385239336525571296e+00,2.067047122472264409e+00
2.029292725625678500e+15,1.048004759999995628e+01,2.106879855777571198e+00,4.317781409924245750e+00,2.060370510310722825e+00
2.040791405406733750e+15,1.046004769999995609e+01,2.105971186055608957e+00,4.253766756017152595e+00,2.053811395088990022e+00
2.052290085187789000e+15,1.044004779999995591e+01,2.105004016049258908e+00,4.191422038834216934e+00,2.047195848950534192e+00
2.063788764968844500e+15,1.042004789999995573e+01,2.104010886854775997e+00,4.130660433930904318e+00,2.040553687879183453e+00
2.075287444749899750e+15,1.040004799999995555e+01,2.102955335080497257e+00,4.069806844572375404e+00,2.033720274064838573e+00
2.086786124530955000e+15,1.039004804999995635e+01,2.101884845050942197e+00,4.011039579401433741e+00,2.026967240958192473e+00
2.098284804312010250e+15,1.037004814999995617e+01,2.100780992728392693e+00,3.954877690267175616e+00,2.020235237530608519e+00
2.109783484093065500e+15,1.034782496858142231e+01,2.099677280400453760e+00,3.900574448846717335e+00,2.013618633024172322e+00
2.121282163874120750e+15,1.034004829999995678e+01,2.098546344689996790e+00,3.848439203071646553e+00,2.007031902777925314e+00
2.132780843655176000e+15,1.032004839999995660e+01,2.097377772486204606e+00,3.796922555421092582e+00,2.000375629286271550e+00
2.144279523436231250e+15,1.029636349852744637e+01,2.096131470294225085e+00,3.745414576201215873e+00,1.993493716172148877e+00
2.155778203217286500e+15,1.027934029430629970e+01,2.094901198091940753e+00,3.696045381443922473e+00,1.986757535392644325e+00
2.167276882998341750e+15,1.027004864999995704e+01,2.093644946350304625e+00,3.648080230714591199e+00,1.980049411111883151e+00
2.178775562779397250e+15,1.024610249897765613e+01,2.092375928637726812e+00,3.601956828583761983e+00,1.973413090777481171e+00
2.190274242560452500e+15,1.023004884999995667e+01,2.091088298385071376e+00,3.557377170600378946e+00,1.966819426925330738e+00
2.201772922341507750e+15,1.022004889999995747e+01,2.089783658183666404e+00,3.513938584178545987e+00,1.960244368032402429e+00
2.213271602122563000e+15,1.019662677597429479e+01,2.088405163434750911e+00,3.469853938013694794e+00,1.953425171523773596e+00
2.224770281903618250e+15,1.018004909999995711e+01,2.087026446423537518e+00,3.427905608110175528e+00,1.946702144267054013e+00
2.236268961684673500e+15,1.017004914999995790e+01,2.085636264571113063e+00,3.386921356164584118e+00,1.940037652447745398e+00
2.247767641465728750e+15,1.014801621914540419e+01,2.084212049434113645e+00,3.347114291374182038e+00,1.933360517830441161e+00
2.259266321246784000e+15,1.014004929999995674e+01,2.082823699535267803e+00,3.309208052569563296e+00,1.926882158855109717e+00
2.270765001027839000e+15,1.011684226316600110e+01,2.081391817483373874e+00,3.271881503965796245e+00,1.920356270335085602e+00
2.282263680808895000e+15,1.011004944999995736e+01,2.079910428505197029e+00,3.234748731124275967e+00,1.913681998663454564e+00
2.293762360589950000e+15,1.009004954999995718e+01,2.078406616268451135e+00,3.198174856077074857e+00,1.906989027138059623e+00
2.305261040371005000e+15,1.006957635717958333e+01,2.076893922014587002e+00,3.163062676523069605e+00,1.900358540842917332e+00
2.316759720152060500e+15,1.006004969999995780e+01,2.075374017359150614e+00,3.128853301955162980e+00,1.893783335920029343e+00
2.328258399933116000e+15,1.003902194105145185e+01,2.073856572307168467e+00,3.095842357932740985e+00,1.887296622715238570e+00
2.339757079714171000e+15,1.003004984999995841e+01,2.072330530785430724e+00,3.063791391059362823e+00,1.880857896703234333e+00
2.351255759495226000e+15,1.000931504224381818e+01,2.070801801541072518e+00,3.032699709881826244e+00,1.874482920855256918e+00
2.362754439276281500e+15,1.000004999999995725e+01,2.069189823421412999e+00,3.001235179889883753e+00,1.867839205578536887e+00
2.374253119057337000e+15,9.978921542736863159e+00,2.067577973950013970e+00,2.970260261539915625e+00,1.861269805861665905e+00
2.385751798838392000e+15,9.970050149999957867e+00,2.065965825005508627e+00,2.940548136142217661e+00,1.854770644206469532e+00
2.397250478619447500e+15,9.949537139428295873e+00,2.064366099774824992e+00,2.912097045673400331e+00,1.848384602874864058e+00
2.408749158400503000e+15,9.940050299999958483e+00,2.062748827233691795e+00,2.883995158751847754e+00,1.842008477399402766e+00
2.420247838181558000e+15,9.930050349999959280e+00,2.061122475238031271e+00,2.856568883285854454e+00,1.835674444095977131e+00
2.431746517962613000e+15,9.906730543472116679e+00,2.059510250453359337e+00,2.830683924388964989e+00,1.829434498909970230e+00
2.443245197743668500e+15,9.900050499999958120e+00,2.057820434617093852e+00,2.803862879164184641e+00,1.822961516863401021e+00
2.454743877524724000e+15,9.877758637400871677e+00,2.056117863871065765e+00,2.777678952589126116e+00,1.816511659705636328e+00
2.466242557305779000e+15,9.870050649999958736e+00,2.054418446749318949e+00,2.752456144370015068e+00,1.810138326947506648e+00
2.477741237086834500e+15,9.849685082516723256e+00,2.052738995734174843e+00,2.728196596412987951e+00,1.803889355029180797e+00
2.489239916867889500e+15,9.835907741930100201e+00,2.051051944676323568e+00,2.704471872613111394e+00,1.797669264187181870e+00
2.500738596648945000e+15,9.830050849999958373e+00,2.049377087218529958e+00,2.681454379375465713e+00,1.791540519334453796e+00
2.512237276430000000e+15,9.809010943753875722e+00,2.047703390412774382e+00,2.659162788758123952e+00,1.785475688462648591e+00
