rhoc,R,M,Lambda,I
1.819179305117185750e+15,1.319003405000025886e+01,1.978847401342748835e+00,7.035519895628787879e+01,2.655040616272740905e+00
1.829743406475577750e+15,1.318003410000025788e+01,1.977768730404075637e+00,6.996237443050418392e+01,2.647579563106435163e+00
1.840307507833969750e+15,1.316003420000025592e+01,1.976627757911684879e+00,6.957335318930509516e+01,2.639777412677653423e+00
1.850871609192361750e+15,1.315003425000025494e+01,1.975448617412570940e+00,6.917585090798982606e+01,2.631842678689870318e+00
1.861435710550753750e+15,1.314003430000025396e+01,1.974210990212378336e+00,6.877600244708233390e+01,2.623605828003862772e+00
1.871999811909145500e+15,1.313003435000025121e+01,1.972925486404586426e+00,6.836896124092322680e+01,2.615164790832007924e+00
1.882563913267537500e+15,1.311003445000024925e+01,1.971599480008913163e+00,6.796272029111031543e+01,2.606545325651964617e+00
1.893128014625929500e+15,1.310003450000024827e+01,1.970213285593978902e+00,6.754702198880988817e+01,2.597630388065300000e+00
1.903692115984321500e+15,1.308003460000024631e+01,1.968800294788203287e+00,6.715436372170890422e+01,2.588613351806820173e+00
1.914256217342713500e+15,1.307003465000024534e+01,1.967323832451326027e+00,6.671397116885489709e+01,2.579299192056810242e+00
1.924820318701105500e+15,1.305003475000024338e+01,1.965811854625917787e+00,6.628885742594899000e+01,2.569821793009334332e+00
1.935384420059497250e+15,1.304003480000024240e+01,1.964267386324288323e+00,6.586981052573375450e+01,2.560224598747948832e+00
1.945948521417889250e+15,1.302003490000024044e+01,1.962666424839372592e+00,6.543368068960188566e+01,2.550358424310346095e+00
1.956512622776281250e+15,1.301003495000023946e+01,1.961034251417214325e+00,6.500453919990427210e+01,2.540358268633859495e+00
1.967076724134673250e+15,1.299003505000023573e+01,1.959371016654101849e+00,6.456601228663926406e+01,2.530235594804290500e+00
1.977640825493065250e+15,1.298003510000023475e+01,1.957673225518468785e+00,6.413613418808836286e+01,2.519960473391133160e+00
1.988204926851457250e+15,1.296003520000023279e+01,1.955943650204822415e+00,6.368987046527798412e+01,2.509540695314428582e+00
1.998769028209849000e+15,1.294003530000023083e+01,1.954182918062828289e+00,6.324821857944988324e+01,2.499019980170052779e+00
2.009333129568241000e+15,1.293003535000022985e+01,1.952415527354562252e+00,6.283974087128849817e+01,2.488460673038230375e+00
2.019897230926633000e+15,1.291003545000022790e+01,1.950591797792067039e+00,6.236686721746627882e+01,2.477672209002942161e+00
2.030461332285025000e+15,1.289003555000022594e+01,1.948773854508039749e+00,6.190950421581781882e+01,2.466916554891306568e+00
2.041025433643417000e+15,1.287003565000022220e+01,1.946935480560922693e+00,6.147678493288351831e+01,2.456098992306742002e+00
2.051589535001809000e+15,1.286003570000022123e+01,1.945065415073518711e+00,6.102009249823346693e+01,2.445165234214667471e+00
2.062153636360200750e+15,1.284003580000021927e+01,1.943191564246004477e+00,6.056025684419070387e+01,2.434220848348843447e+00
2.072717737718592750e+15,1.282003590000021731e+01,1.941309638110269464e+00,6.008023112371095920e+01,2.423256390748172784e+00
2.083281839076984750e+15,1.280003600000021535e+01,1.939411754034373825e+00,5.965661528212801556e+01,2.412272096262413790e+00
2.093845940435376750e+15,1.279003605000021437e+01,1.937517820388560352e+00,5.921759128401806294e+01,2.401315297866570386e+00
2.104410041793768750e+15,1.277003615000021242e+01,1.935619192337280081e+00,5.876816750200285355e+01,2.390350620622655242e+00
2.114974143152160750e+15,1.275003625000020868e+01,1.933699777720646384e+00,5.831513645322432637e+01,2.379342211080360148e+00
2.125538244510552500e+15,1.273003635000020672e+01,1.931803030022739343e+00,5.787614184355681601e+01,2.368432116435648993e+00
2.136102345868944500e+15,1.271003645000020477e+01,1.929896798612706466e+00,5.744648931889240373e+01,2.357526729302298119e+00
2.146666447227336500e+15,1.269003655000020281e+01,1.927977335490426380e+00,5.697223739343585436e+01,2.346598186182240031e+00
2.157230548585728500e+15,1.268003660000020183e+01,1.926068607009542744e+00,5.653974859110932272e+01,2.335727218938158156e+00
2.167794649944120500e+15,1.266003670000019987e+01,1.924167088763345079e+00,5.610568102364473475e+01,2.324927045539708192e+00
2.178358751302512500e+15,1.264003680000019791e+01,1.922266893043164115e+00,5.566704674433549371e+01,2.314165852014500313e+00
2.188922852660904250e+15,1.262003690000019418e+01,1.920370271699973097e+00,5.522898492531085424e+01,2.303446985819523007e+00
2.199486954019296250e+15,1.260003700000019222e+01,1.918480819480067767e+00,5.480112392480015870e+01,2.292784920305547924e+00
2.210051055377688250e+15,1.258003710000019026e+01,1.916584563354941873e+00,5.437816161670683357e+01,2.282145065572636078e+00
2.220615156736080250e+15,1.257003715000018929e+01,1.914718685280081489e+00,5.395742902024734633e+01,2.271640722313946981e+00
2.231179258094472250e+15,1.255003725000018733e+01,1.912837041847640362e+00,5.350939494567695220e+01,2.261128261265435313e+00
2.241743359452864250e+15,1.253003735000018537e+01,1.910973741322729236e+00,5.308773790703995843e+01,2.250710159944073308e+00
2.252307460811256000e+15,1.251003745000018341e+01,1.909112151543240099e+00,5.266760388512242486e+01,2.240346581377975710e+00
2.262871562169648000e+15,1.249003755000017968e+01,1.907270791604115834e+00,5.224197066781115950e+01,2.230074735529741226e+00
2.273435663528040000e+15,1.247003765000017772e+01,1.905430652710837336e+00,5.181496809758588284e+01,2.219855133572495198e+00
2.283999764886432000e+15,1.246003770000017674e+01,1.903600448193284000e+00,5.141329991054456627e+01,2.209708409679092878e+00
2.294563866244824000e+15,1.244003780000017478e+01,1.901779639061542015e+00,5.099893721771085353e+01,2.199634655134670602e+00
2.305127967603216000e+15,1.242003790000017283e+01,1.899971223797978226e+00,5.059741222330663390e+01,2.189647748924167026e+00
2.315692068961608000e+15,1.240003800000017087e+01,1.898169281791639573e+00,5.019066440560662556e+01,2.179722307374200252e+00
2.326256170320000000e+15,1.238003810000016891e+01,1.896381141469928977e+00,4.979064680370539975e+01,2.169891350675152708e+00
