rhoc,R,M,Lambda,I
1.738863375301306500e+15,1.115004425000003074e+01,2.137610658379315076e+00,8.013912097794655409e+00,2.343713026824604029e+00
1.747880419201909750e+15,1.113004435000002879e+01,2.137375307213415176e+00,7.913232986981122430e+00,2.338514285535068016e+00
1.756897463102512750e+15,1.112004440000002781e+01,2.137110558169532659e+00,7.815252059491265335e+00,2.333298307664992244e+00
1.765914507003115750e+15,1.109939713032256314e+01,2.136813236779219860e+00,7.719535188349703425e+00,2.328050568632708206e+00
1.774931550903718750e+15,1.109004455000002487e+01,2.136486553707434677e+00,7.625591045938183932e+00,2.322783501856234611e+00
1.783948594804321750e+15,1.108004460000002211e+01,2.136133461787601551e+00,7.534112250728547622e+00,2.317503199747962928e+00
1.792965638704924750e+15,1.106004470000002016e+01,2.135749214495376691e+00,7.445293831604159251e+00,2.312194958136070788e+00
1.801982682605527750e+15,1.105004475000001918e+01,2.135339051284655287e+00,7.358747728433677970e+00,2.306873678662542115e+00
1.810999726506130750e+15,1.104004480000001820e+01,2.134901053891167688e+00,7.273722168823444356e+00,2.301532550103159380e+00
1.820016770406733750e+15,1.102004490000001624e+01,2.134439049517121045e+00,7.190463166554950547e+00,2.296183877723585454e+00
1.829033814307336750e+15,1.101004495000001526e+01,2.133949145620074539e+00,7.109493611722371043e+00,2.290813111214533127e+00
1.838050858207939750e+15,1.099004505000001330e+01,2.133436020378451925e+00,7.030517054099494345e+00,2.285433857908280242e+00
1.847067902108542750e+15,1.098004510000001233e+01,2.132897204249157852e+00,6.953433589226357903e+00,2.280039619442071341e+00
1.856084946009145750e+15,1.097004515000001135e+01,2.132335193270810780e+00,6.877678225521965949e+00,2.274634136071099988e+00
1.865101989909748750e+15,1.096004520000001037e+01,2.131752344251131692e+00,6.804527796931751027e+00,2.269226080966629588e+00
1.874119033810351750e+15,1.094004530000000663e+01,2.131143059579094778e+00,6.732524092452700337e+00,2.263799412746778206e+00
1.883136077710955000e+15,1.093004535000000566e+01,2.130517710928393260e+00,6.661711790780607600e+00,2.258378917281696818e+00
1.892153121611558000e+15,1.092004540000000468e+01,2.129867660437495758e+00,6.592929401146012225e+00,2.252947286807374550e+00
1.901170165512161000e+15,1.090004550000000272e+01,2.129197279741042781e+00,6.525620233039966855e+00,2.247503601196522371e+00
1.910187209412764000e+15,1.089004555000000174e+01,2.128506688729347118e+00,6.460022579412724397e+00,2.242059708556594977e+00
1.919204253313367000e+15,1.088004560000000076e+01,2.127800243529304858e+00,6.395404190970914726e+00,2.236621336704098351e+00
1.928221297213970000e+15,1.087004564999999978e+01,2.127071055306476222e+00,6.332704076354142231e+00,2.231169384282145618e+00
1.937238341114573000e+15,1.085004574999999782e+01,2.126321728318922410e+00,6.270716711004660660e+00,2.225710945442742617e+00
1.946255385015176000e+15,1.084004579999999685e+01,2.125556999755473964e+00,6.210490508717289693e+00,2.220259484300291408e+00
1.955272428915779000e+15,1.083004584999999409e+01,2.124773778975494576e+00,6.151646429442562791e+00,2.214805077948064582e+00
1.964289472816382000e+15,1.082004589999999311e+01,2.123974839280439397e+00,6.093771771986884467e+00,2.209355796446966114e+00
1.973306516716985000e+15,1.080004599999999115e+01,2.123157611311057291e+00,6.037190585766348150e+00,2.203902279138032938e+00
1.982323560617588000e+15,1.079004604999999017e+01,2.122324922516344525e+00,5.982327313117733247e+00,2.198451680489041937e+00
1.991340604518191000e+15,1.078004609999998920e+01,2.121476836425244095e+00,5.927671705278253711e+00,2.193005456092150585e+00
2.000357648418794000e+15,1.077004614999998822e+01,2.120611689141213230e+00,5.874948184206336244e+00,2.187558862177026331e+00
2.009374692319397000e+15,1.075004624999998626e+01,2.119734703923346508e+00,5.822814100051107999e+00,2.182120676648648505e+00
2.018391736220000000e+15,1.074004629999998528e+01,2.118838848134220409e+00,5.771674093003920092e+00,2.176679028143551076e+00
